price,propertyType,operation,size,rooms,bathrooms,municipality,district,neighborhood,latitude,longitude,status,newDevelopment,parkingSpace,priceByArea,floor,hasLift
365000,flat,sale,105.0,2.0,2.0,Rincón de la Victoria,Lo Cea - Los Cortijos,,36.7220655,-4.2649004,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3476.0,1,1.0
297000,flat,sale,60.0,2.0,1.0,Fuengirola,Zona Puerto Deportivo,,36.5407264,-4.6169146,good,False,,4950.0,3,1.0
1880000,chalet,sale,650.0,10.0,8.0,Marbella,Elviria-Cabopino,Hacienda Las Chapas,36.4978548,-4.7534295,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2892.0,,
210000,flat,sale,90.0,3.0,1.0,Málaga,Bailén - Miraflores,Victoria Eugenia,36.7304702,-4.4392808,good,False,,2333.0,,1.0
175000,chalet,sale,114.0,2.0,2.0,Ronda,Casco Histórico,,36.7432393,-5.1622947,good,False,,1535.0,,
1500000,chalet,sale,680.0,6.0,4.0,Estepona,Costa Natura,Guadalobón,36.4141407,-5.1780896,renew,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2206.0,,
310000,flat,sale,107.0,3.0,1.0,Málaga,Carretera de Cádiz,El Torcal,36.6988701,-4.4477776,good,False,,2897.0,3,1.0
330000,flat,sale,105.0,3.0,1.0,Marbella,Marbella Pueblo,La Puya - La Ermita,36.514601,-4.8750318,renew,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3143.0,7,1.0
198000,flat,sale,55.0,1.0,1.0,Torre del Mar,Paseo Marítimo de Levante,,36.7451905,-4.0894476,good,False,,3600.0,2,1.0
625700,flat,sale,138.0,4.0,2.0,Málaga,Este,El Palo,36.7190167,-4.3644533,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4534.0,1,1.0
190000,studio,sale,35.0,0.0,1.0,Málaga,Bailén - Miraflores,Los Castillejos - La Trinidad,36.7213139,-4.4344812,good,False,,5429.0,,1.0
415000,chalet,sale,268.0,4.0,3.0,Alhaurín de la Torre,Alquería-Torrealquería,,36.6683826,-4.6066215,renew,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1549.0,,
439000,flat,sale,87.0,2.0,2.0,Marbella,Rio Real-Los Monteros,Alto de los Monteros,36.5241674,-4.8467119,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5046.0,1,1.0
585000,penthouse,sale,120.0,2.0,2.0,Benalmádena,Torremuelle,,36.5884861,-4.5635209,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4875.0,,1.0
472000,flat,sale,175.0,3.0,2.0,Rincón de la Victoria,Lo Cea - Los Cortijos,,36.7361545,-4.2592787,good,False,,2697.0,,1.0
395000,duplex,sale,170.0,4.0,2.0,Mijas,Sitio de Calahonda,Sitio de Calahonda,36.5121977,-4.7310397,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2324.0,,0.0
410000,flat,sale,134.0,2.0,2.0,Rincón de la Victoria,Lo Cea - Los Cortijos,,36.7368336,-4.256749,good,False,,3060.0,,1.0
1500000,chalet,sale,455.0,4.0,3.0,Mijas,La Cala de Mijas,La Cala de Mijas,36.5113115,-4.7130102,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3297.0,,
149000,chalet,sale,85.0,4.0,1.0,Torrox,Torrox Pueblo,,36.760517,-3.9551822999999997,good,False,,1753.0,,
170000,studio,sale,52.0,0.0,1.0,Málaga,Bailén - Miraflores,Victoria Eugenia,36.7266836,-4.4344844,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3269.0,,0.0
650000,penthouse,sale,153.0,3.0,4.0,Marbella,San Pedro de Alcántara,San Pedro Pueblo,36.4878982,-4.9859949,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4248.0,6,1.0
1079000,duplex,sale,268.0,4.0,3.0,Málaga,Teatinos,El Tejar - Hacienda Bizcochero,36.7201057,-4.4680025,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4026.0,7,1.0
799000,chalet,sale,280.0,3.0,3.0,Benalmádena,Benalmádena Pueblo,Casablanca - La Viñuela,36.5917274,-4.565509,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2854.0,,
849000,penthouse,sale,244.0,2.0,2.0,Marbella,Elviria-Cabopino,Cabopino-Artola,36.4970533,-4.7392643,good,False,,3480.0,,1.0
1695000,flat,sale,248.0,3.0,3.0,Marbella,Nueva Andalucía,Los Naranjos,36.5228376,-4.9675398,good,False,,6835.0,bj,1.0
269900,flat,sale,96.0,2.0,2.0,Caleta de Velez,,,36.7627981,-4.069075,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2811.0,1,1.0
6450000,chalet,sale,1166.0,6.0,6.0,Benahavís,La Quinta,,36.515027,-4.9961058,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5532.0,,
4950000,chalet,sale,680.0,5.0,5.0,Benahavís,La Quinta,,36.5128252,-4.9972151,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7279.0,,
1195000,chalet,sale,256.0,3.0,3.0,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5103294,-4.9291792999999995,renew,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4668.0,,
790000,flat,sale,168.0,3.0,2.0,Benalmádena,El Higuerón - Capellanía,,36.5875097,-4.5812251,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4702.0,1,1.0
3795000,flat,sale,165.0,3.0,3.0,Marbella,Nagüeles-Milla de Oro,Puente Romano,36.5017642,-4.9239996999999995,good,False,,23000.0,,1.0
1995000,chalet,sale,311.0,6.0,6.0,Marbella,Rio Real-Los Monteros,Bello Horizonte-Lindasol,36.5150961,-4.8560905,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6415.0,,
1995000,chalet,sale,274.0,3.0,4.0,Marbella,Elviria-Cabopino,Marbesa,36.4886509,-4.7558221,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7281.0,,
4995000,chalet,sale,691.0,5.0,6.0,Marbella,Marbella Pueblo,Playa Bajadilla-Puertos,36.5097819,-4.8762323,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7229.0,,
469000,flat,sale,116.0,3.0,2.0,Benahavís,Los Arqueros-Puerto del Almendro,,36.5104485,-5.009531,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4043.0,1,1.0
1695000,chalet,sale,450.0,3.0,4.0,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5060564,-4.9247977,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3767.0,,
4500000,flat,sale,443.0,4.0,5.0,Marbella,Nagüeles-Milla de Oro,Las Lomas de Río Verde,36.5086405,-4.9422343,good,False,,10158.0,bj,1.0
495000,chalet,sale,218.0,3.0,4.0,Manilva,Chullera,,36.3216991,-5.2506387,good,False,,2271.0,,
7000000,chalet,sale,521.0,5.0,5.0,Marbella,Nagüeles-Milla de Oro,Sierra Blanca,36.5204818,-4.9175167,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13436.0,,
4400000,chalet,sale,896.0,13.0,13.0,Marbella,Marbella Pueblo,Huerta Belón-Calvario,36.5124657,-4.8978478,good,False,,4911.0,,
1530000,chalet,sale,364.0,4.0,4.0,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5123671,-4.9239254,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4203.0,,
2690000,chalet,sale,564.0,4.0,4.0,Marbella,Nagüeles-Milla de Oro,Sierra Blanca,36.5147133,-4.9113548,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4770.0,,
2650000,chalet,sale,755.0,5.0,4.0,Marbella,Marbella Pueblo,Valdeolletas-Las Cancelas-Xarblanca,36.5291783,-4.8966909,good,False,,3510.0,,
1595000,flat,sale,231.0,3.0,4.0,Ojén,Palo Alto,,36.5399443,-4.861953,good,False,,6905.0,bj,1.0
190700,duplex,sale,56.0,2.0,1.0,Málaga,Centro,La Trinidad,36.7218498,-4.4296271,good,False,,3405.0,1,1.0
649900,chalet,sale,240.0,5.0,3.0,Estepona,Benamara - Atalaya,Nueva Atalaya,36.4755394,-5.0199413,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2708.0,,
2400000,chalet,sale,600.0,5.0,4.0,Estepona,Benamara - Atalaya,Villacana - Costalita - Saladillo,36.4553472,-5.0525137,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4000.0,,
460000,flat,sale,134.0,2.0,2.0,Benahavís,Los Flamingos,,36.4798006,-5.0491313,good,False,,3433.0,bj,1.0
2390000,chalet,sale,166.0,4.0,4.0,Marbella,Elviria-Cabopino,Marbesa,36.4865894,-4.7581433,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14398.0,,
1590000,chalet,sale,370.0,6.0,4.0,Málaga,Este,Pedregalejo - Morlaco,36.7246286,-4.3709866,renew,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4297.0,,
595000,chalet,sale,172.0,3.0,2.0,Benahavís,Montemayor-Marbella Club,,36.5061561,-5.0779908,good,False,,3459.0,,
1850000,chalet,sale,328.0,3.0,3.0,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5080611,-4.931397,good,False,,5640.0,,
5500000,chalet,sale,646.0,8.0,6.0,Marbella,Nagüeles-Milla de Oro,La Carolina-Guadalpín,36.5106955,-4.9166285,renew,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8514.0,,
5460000,chalet,sale,289.0,4.0,3.0,Marbella,Nagüeles-Milla de Oro,Las Lomas de Río Verde,36.4980695,-4.9435643,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18893.0,,
890000,chalet,sale,410.0,5.0,3.0,Alhaurín de la Torre,Manantiales - Lagar - Cortijo,,36.6591929,-4.5526932,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2171.0,,
179000,flat,sale,42.0,1.0,1.0,Málaga,Centro,La Victoria,36.7265104,-4.4159407999999996,good,False,,4262.0,bj,0.0
650000,chalet,sale,321.0,5.0,4.0,Alhaurín de la Torre,Pinos de Alhaurín,,36.6464537,-4.5899463,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2025.0,,
470000,chalet,sale,272.0,3.0,3.0,Alhaurín de la Torre,Manantiales - Lagar - Cortijo,,36.657823,-4.5318632,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1728.0,,
410000,flat,sale,98.0,3.0,1.0,Estepona,Estepona Pueblo,Huerta Nueva,36.4222596,-5.1517677,good,False,,4184.0,3,1.0
295000,countryHouse,sale,224.0,4.0,2.0,Arriate,,,36.8015076,-5.1281969,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1317.0,,
425000,flat,sale,162.0,3.0,2.0,Málaga,Centro,El Ejido,36.7327982,-4.418259,good,False,,2623.0,2,1.0
276000,flat,sale,80.0,3.0,1.0,Manilva,Alcorrín,,36.3407726,-5.237307,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3450.0,bj,1.0
750000,penthouse,sale,115.0,3.0,2.0,Málaga,Centro,Centro Histórico,36.7209238,-4.4232074,good,False,,6522.0,9,1.0
349000,flat,sale,135.0,2.0,2.0,Manilva,Chullera,,36.3212498,-5.2491303,good,False,,2585.0,3,1.0
290000,flat,sale,99.0,3.0,2.0,Estepona,Estepona Pueblo,Puerto de Estepona,36.4228679,-5.1516921,good,False,,2929.0,2,1.0
695000,chalet,sale,246.0,4.0,3.0,Benahavís,Montemayor-Marbella Club,,36.501056,-5.0764463,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2825.0,,
649000,flat,sale,100.0,3.0,2.0,Estepona,Estepona Pueblo,Puerto de Estepona,36.4221811,-5.1482469,good,False,,6490.0,2,1.0
645000,chalet,sale,201.0,3.0,2.0,Benahavís,Montemayor-Marbella Club,,36.5013749,-5.0741108,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3209.0,,
5295000,chalet,sale,742.0,5.0,5.0,Marbella,Elviria-Cabopino,Real de Zaragoza,36.4930954,-4.7818394,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7136.0,,
2800000,chalet,sale,376.0,4.0,4.0,Marbella,Las Chapas-El Rosario,Costabella,36.5006135,-4.8059227,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7447.0,,
2490000,chalet,sale,362.0,5.0,5.0,Marbella,Nueva Andalucía,Los Naranjos,36.5195179,-4.9694356,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6878.0,,
4200000,chalet,sale,1262.0,6.0,5.0,Marbella,San Pedro de Alcántara,Guadalmina Baja,36.4718321,-5.0033669,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3328.0,,
900,flat,rent,80.0,2.0,2.0,Fuengirola,Zona Puerto Deportivo,,36.5417052,-4.6187153,good,False,,11.0,1,1.0
1550,chalet,rent,140.0,3.0,3.0,Cártama,Estación,,36.7463601,-4.5954521,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",11.0,,
5900,duplex,rent,300.0,4.0,3.0,Benahavís,Los Arqueros-Puerto del Almendro,,36.5201778,-5.0103291,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,2,1.0
50000,chalet,rent,3000.0,9.0,10.0,Marbella,Nueva Andalucía,Nueva Andalucía,36.4987167,-4.9633427999999995,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",17.0,,
5000,chalet,rent,470.0,5.0,5.0,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5060797,-4.9377758,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",11.0,,
2100,flat,rent,150.0,3.0,2.0,Marbella,Rio Real-Los Monteros,Bahía de Marbella,36.5065109,-4.8372865,good,False,,14.0,bj,1.0
500,flat,rent,87.0,2.0,1.0,Cortes de la Frontera,,,36.6180763,-5.3433784,good,False,,6.0,,0.0
900,flat,rent,90.0,2.0,1.0,Caleta de Velez,,,36.7589909,-4.0680942,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 50.0}",10.0,bj,1.0
2800,duplex,rent,120.0,3.0,2.0,Marbella,Nagüeles-Milla de Oro,Nagüeles,36.5158593,-4.9245176,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",23.0,bj,1.0
3900,penthouse,rent,290.0,4.0,4.0,Marbella,Nueva Andalucía,Puerto Banús,36.4865158,-4.9573153,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,3,1.0
1250,flat,rent,90.0,2.0,2.0,Málaga,Centro,Perchel sur - El Bulto,36.7132428,-4.4343131,good,False,,14.0,1,1.0
800,flat,rent,50.0,2.0,1.0,Coin,,,36.6589956,-4.7533736,good,False,,16.0,3,1.0
3000,chalet,rent,224.0,4.0,3.0,Benahavís,Benahavís,,36.5164814,-5.0438788,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,,
1200,flat,rent,60.0,1.0,1.0,Marbella,Nagüeles-Milla de Oro,La Carolina-Guadalpín,36.5089299,-4.9161193,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,1,1.0
900,flat,rent,80.0,2.0,2.0,Fuengirola,Torreblanca del Sol,,36.5729565,-4.6044711,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",11.0,1,1.0
1500,chalet,rent,130.0,3.0,2.0,Alhaurín de la Torre,El Romeral-Peñón de Zapata,,36.6820604,-4.5574254,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,,
5200,penthouse,rent,145.0,3.0,2.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.481195,-4.9863204,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",36.0,3,1.0
2000,flat,rent,100.0,2.0,2.0,Marbella,Nueva Andalucía,Puerto Banús,36.4898088,-4.9490514,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,3,1.0
800,flat,rent,68.0,1.0,1.0,Manilva,San Luis de Sabinillas,,36.3665872,-5.2280197,good,False,,12.0,2,1.0
2100,flat,rent,105.0,3.0,2.0,Marbella,Marbella Pueblo,Playa Bajadilla-Puertos,36.5087604,-4.866686,good,False,,20.0,3,1.0
2500,flat,rent,150.0,2.0,2.0,Marbella,Nueva Andalucía,Puerto Banús,36.4821295,-4.9748641,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",17.0,1,1.0
11000,chalet,rent,598.0,5.0,5.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.4822702,-4.9779319,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,,
3500,chalet,rent,180.0,4.0,2.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.4793186,-4.9880715,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",19.0,,
4800,countryHouse,rent,285.0,5.0,4.0,Alhaurín de la Torre,Buenavista-Lauro Golf,,36.6529944,-4.6177433,good,False,,17.0,,
3000,flat,rent,146.0,2.0,2.0,Marbella,Nueva Andalucía,Puerto Banús,36.4828082,-4.9720105,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",21.0,1,0.0
1325,flat,rent,150.0,3.0,2.0,Málaga,Bailén - Miraflores,La Florida - Parque norte,36.724325,-4.4529019,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",9.0,2,1.0
1300,flat,rent,100.0,3.0,2.0,Málaga,Carretera de Cádiz,La Princesa,36.7051091,-4.4393587,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,4,1.0
3700,flat,rent,125.0,2.0,3.0,Marbella,Nagüeles-Milla de Oro,Nagüeles,36.5155934,-4.9325195,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",30.0,bj,1.0
10000,chalet,rent,502.0,4.0,3.0,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5067054,-4.9262116,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,,
1750,flat,rent,105.0,2.0,2.0,Estepona,Benamara - Atalaya,Nueva Atalaya,36.4766547,-5.0146657,good,False,,17.0,2,1.0
3500,chalet,rent,250.0,4.0,4.0,Marbella,Las Chapas-El Rosario,Las Chapas-Alicate Playa,36.5008249,-4.809926,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,,
6900,chalet,rent,250.0,3.0,4.0,Marbella,Nagüeles-Milla de Oro,Las Lomas de Río Verde,36.5027323,-4.9433035,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",28.0,,
5500,flat,rent,160.0,3.0,3.0,Marbella,Las Chapas-El Rosario,Santa Clara,36.5114643,-4.8193252,good,False,,34.0,,0.0
1750,flat,rent,99.0,1.0,1.0,Marbella,Nueva Andalucía,Nueva Andalucía,36.4910666,-4.9606311,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,2,1.0
3750,flat,rent,130.0,3.0,2.0,Marbella,Nueva Andalucía,Puerto Banús,36.4867341,-4.9572535,good,False,,29.0,,0.0
1300,flat,rent,78.0,3.0,2.0,Málaga,Centro,El Ejido,36.726147,-4.4210695,good,False,,17.0,5,1.0
725,studio,rent,40.0,0.0,1.0,Málaga,Centro,Conde de Ureña,36.7291592,-4.4091987,good,False,,18.0,1,1.0
5900,duplex,rent,300.0,4.0,3.0,Benahavís,Los Arqueros-Puerto del Almendro,,36.5190017,-5.0093125,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,2,1.0
2300,flat,rent,150.0,2.0,2.0,Estepona,Selwo,El Velerín,36.4508427,-5.0839409,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",15.0,1,1.0
1999,chalet,rent,150.0,3.0,2.0,Alhaurín el Grande,Ardelejos - Cuesta de la Palma - Buenavista,,36.6504044,-4.6427252,good,False,,13.0,,
1200,flat,rent,90.0,3.0,1.0,Málaga,Centro,Cristo de la Epidemia,36.7314385,-4.416663,good,False,,13.0,6,1.0
1450,flat,rent,110.0,3.0,2.0,Málaga,Centro,Perchel sur - El Bulto,36.7135783,-4.4271987,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,5,1.0
1300,flat,rent,102.0,3.0,2.0,Málaga,Puerto de la Torre,Los Almendros - El Limonero - El Tomillar,36.731307,-4.4766512,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",13.0,2,1.0
950,flat,rent,55.0,2.0,1.0,Málaga,Ciudad Jardín,Ciudad Jardín,36.7411657,-4.4219371,good,False,,17.0,2,1.0
600,studio,rent,50.0,0.0,1.0,Mijas,Campo de Mijas,Campo de Mijas,36.5563467,-4.64063,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",12.0,1,1.0
2300,flat,rent,142.0,3.0,2.0,Marbella,San Pedro de Alcántara,San Pedro Pueblo,36.4820431,-4.9932485,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",16.0,4,1.0
900,flat,rent,65.0,1.0,1.0,Fuengirola,Las Gaviotas,,36.5666777,-4.5998031,good,False,,14.0,3,1.0
1100,flat,rent,80.0,3.0,1.0,Fuengirola,Centro Ciudad,,36.5366291,-4.6298882,good,False,,14.0,bj,1.0
3300,flat,rent,130.0,3.0,2.0,Estepona,Selwo,La Concha-Resina Golf,36.464319,-5.0759761,good,False,,25.0,,1.0
1200,flat,rent,68.0,3.0,1.0,Málaga,Carretera de Cádiz,Los Guindos - Parque Mediterráneo - Santa Paula,36.6961307,-4.4490877,good,False,,18.0,4,1.0
650,studio,rent,30.0,0.0,1.0,Benalmádena,Parque de la Paloma,,36.5961776,-4.5307788,good,False,,22.0,2,1.0
1100,flat,rent,90.0,2.0,2.0,Benalmádena,Benalmádena Pueblo,Centro,36.5943321,-4.5725861,good,False,,12.0,1,0.0
1500,flat,rent,90.0,3.0,1.0,Torremolinos,Centro,Manantiales - Estación de Autobuses,36.6280371,-4.4981929,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",17.0,3,1.0
790,penthouse,rent,71.0,1.0,1.0,Málaga,Ciudad Jardín,Ciudad Jardín,36.7370096,-4.4227735,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",11.0,2,0.0
1200,flat,rent,55.0,2.0,1.0,Benalmádena,Torrequebrada,Cortijo Torrequebrada,36.5854023,-4.5324739,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",22.0,2,1.0
1300,flat,rent,75.0,3.0,2.0,Benalmádena,Torrequebrada,Cortijo Torrequebrada,36.5878593,-4.532646,good,False,,17.0,3,1.0
2000,flat,rent,85.0,3.0,1.0,Marbella,San Pedro de Alcántara,San Pedro Pueblo,36.4839991,-4.9917815,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",24.0,9,1.0
3750,flat,rent,263.0,4.0,4.0,Estepona,Selwo,La Concha-Resina Golf,36.4689337,-5.0740156,good,False,,14.0,bj,0.0
2200,flat,rent,110.0,3.0,2.0,Marbella,Nueva Andalucía,Rodeo Alto-Guadaiza-La Campana,36.5004201,-4.9806821,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,3,1.0
1000,chalet,rent,95.0,3.0,2.0,Cártama,Estación,,36.7282401,-4.6290412,good,False,,11.0,,
1650,chalet,rent,310.0,3.0,2.0,Rincón de la Victoria,Torre de Benagalbón,,36.7138964,-4.2647467,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5.0,,
1300,flat,rent,90.0,3.0,1.0,Málaga,Este,El Palo,36.7244258,-4.3604016,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",14.0,3,1.0
3500,flat,rent,187.0,3.0,3.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.4769323,-4.9837346,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",19.0,bj,1.0
3000,flat,rent,180.0,3.0,2.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.4765388,-4.9841232,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",17.0,1,1.0
3500,flat,rent,179.0,3.0,3.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.4738524,-4.9831873,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,bj,1.0
2500,flat,rent,138.0,2.0,2.0,Marbella,San Pedro de Alcántara,Linda Vista-Nueva Alcántara-Cortijo Blanco,36.4808631,-4.9793945,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,bj,1.0
3000,flat,rent,170.0,3.0,3.0,Marbella,Nueva Andalucía,Nueva Andalucía,36.5002419,-4.9639296,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,2,1.0
1900,flat,rent,80.0,2.0,2.0,Málaga,Este,Limonar,36.7357282,-4.4034661,good,False,,24.0,1,1.0
1020,studio,rent,55.0,0.0,1.0,Torremolinos,Playamar,La Colina,36.639398,-4.4923555,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",19.0,6,1.0
1000,flat,rent,90.0,3.0,1.0,Málaga,Centro,Olletas - Sierra Blanquilla,36.7325583,-4.4157382,good,False,,11.0,3,1.0
8000,flat,rent,141.0,3.0,3.0,Marbella,San Pedro de Alcántara,Guadalmina Baja,36.4705482,-4.9946018,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",57.0,1,1.0
1800,penthouse,rent,95.0,2.0,2.0,Estepona,Costa Natura,Guadalobón,36.4089605,-5.190293,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",19.0,1,1.0
22000,chalet,rent,1285.0,6.0,7.0,Marbella,Nagüeles-Milla de Oro,Sierra Blanca,36.5245948,-4.9140064,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",17.0,,
950,flat,rent,70.0,2.0,1.0,Málaga,Cruz de Humilladero,Polígonos - Recinto Ferial,36.6986531,-4.4737321,good,False,,14.0,1,0.0
