propertyCode,price,priceInfo,propertyType,operation,size,rooms,bathrooms,province,municipality,district,country,neighborhood,latitude,longitude,status,newDevelopment,priceByArea,floor,hasLift,hasParkingSpace
86378230,1400,€/mes,flat,rent,100.0,3.0,2.0,Málaga,Málaga,Carretera de Cádiz,es,Finca el Pato - Torre del Río,36.6839526,-4.4535382,good,False,14.0,5,1.0,True
107628980,1200,€/mes,flat,rent,117.0,2.0,2.0,Málaga,Málaga,Centro,es,Perchel norte,36.7206472,-4.4315706,good,False,10.0,6,1.0,True
107723800,900,€/mes,penthouse,rent,90.0,1.0,1.0,Málaga,Málaga,Centro,es,Perchel sur - El Bulto,36.7166406,-4.426262,good,False,10.0,6,1.0,False
105333355,2300,€/mes,flat,rent,151.0,3.0,2.0,Málaga,Málaga,Centro,es,Ensanche Centro - Soho,36.7168862,-4.4234492,good,False,15.0,6,1.0,True
107939165,1800,€/mes,studio,rent,31.0,0.0,1.0,Málaga,Málaga,Centro,es,Centro Histórico,36.722657,-4.4213505,good,False,58.0,0,0.0,False
108057496,1600,€/mes,flat,rent,80.0,3.0,1.0,Málaga,Málaga,Bailén - Miraflores,es,Victoria Eugenia,36.7307562,-4.4413514,good,False,20.0,11,0.0,False
108104409,950,€/mes,flat,rent,72.0,3.0,1.0,Málaga,Málaga,Carretera de Cádiz,es,Girón - Las Delicias - Pacífico,36.6985499,-4.4419718,good,False,13.0,1,0.0,False
108101703,1500,€/mes,flat,rent,80.0,2.0,1.0,Málaga,Málaga,Centro,es,Centro Histórico,36.7202152,-4.4169137,good,False,19.0,2,1.0,False
88283053,2000,€/mes,flat,rent,126.0,2.0,2.0,Málaga,Málaga,Centro,es,Centro Histórico,36.7202522,-4.4210491,good,False,16.0,5,1.0,False
108099941,1500,€/mes,flat,rent,90.0,3.0,2.0,Málaga,Málaga,Centro,es,Perchel norte,36.7186155,-4.4304224,good,False,17.0,4,1.0,False
108100077,1100,€/mes,flat,rent,81.0,2.0,2.0,Málaga,Málaga,Centro,es,Perchel norte,36.7189969,-4.4309092,good,False,14.0,2,1.0,False
108104868,1300,€/mes,chalet,rent,143.0,4.0,2.0,Málaga,Málaga,Bailén - Miraflores,es,San Alberto - La Alcubilla - Florisol,36.7293281,-4.4514374,good,False,9.0,0,0.0,False
108106240,1250,€/mes,flat,rent,78.0,2.0,2.0,Málaga,Málaga,Carretera de Cádiz,es,Huelin,36.7060096,-4.4377969,good,False,16.0,5,1.0,False
108101592,1200,€/mes,flat,rent,95.0,3.0,1.0,Málaga,Málaga,Carretera de Cádiz,es,La Luz,36.6963085,-4.4526127,good,False,13.0,6,1.0,False
108102460,1200,€/mes,flat,rent,68.0,3.0,1.0,Málaga,Málaga,Carretera de Cádiz,es,Los Guindos - Parque Mediterráneo - Santa Paula,36.6962355,-4.4495801,good,False,18.0,5,1.0,False
32014227,1260,€/mes,flat,rent,95.0,3.0,2.0,Málaga,Málaga,Cruz de Humilladero,es,Carranque - Haza Cuevas,36.7203579,-4.4450263,good,False,13.0,6,1.0,True
100324042,900,€/mes,flat,rent,53.0,1.0,1.0,Málaga,Málaga,Este,es,Pedregalejo - Morlaco,36.7218224,-4.378737,good,False,17.0,1,1.0,False
107091488,1850,€/mes,flat,rent,83.0,3.0,2.0,Málaga,Málaga,Martiricos - La Roca,es,Martiricos - La Roca,36.7306187,-4.4286936,good,False,22.0,19,1.0,True
108090816,1500,€/mes,duplex,rent,54.0,1.0,1.0,Málaga,Málaga,Centro,es,La Goleta - San Felipe Neri,36.7258386,-4.4235303,good,False,28.0,2,0.0,False
108092054,1900,€/mes,flat,rent,85.0,2.0,2.0,Málaga,Málaga,Centro,es,La Trinidad,36.7285218,-4.4301589,good,False,22.0,27,1.0,True
107734456,3300,€/mes,flat,rent,120.0,1.0,2.0,Málaga,Málaga,Carretera de Cádiz,es,Pacífico,36.6851392,-4.4462154,newdevelopment,True,28.0,4,1.0,True
107653674,8250,€/mes,flat,rent,255.0,3.0,3.0,Málaga,Málaga,Carretera de Cádiz,es,Pacífico,36.6851392,-4.4462154,newdevelopment,True,32.0,12,1.0,True
106223599,15000,€/mes,flat,rent,486.0,4.0,4.0,Málaga,Málaga,Carretera de Cádiz,es,Pacífico,36.6851392,-4.4462154,newdevelopment,True,31.0,19,1.0,True
108088544,1150,€/mes,flat,rent,67.0,2.0,1.0,Málaga,Málaga,Bailén - Miraflores,es,Los Castillejos - La Trinidad,36.721496,-4.4351365,good,False,17.0,3,1.0,True
107852919,2300,€/mes,duplex,rent,35.0,2.0,1.0,Málaga,Málaga,Este,es,Pedregalejo - Morlaco,36.7223739,-4.3797799,good,False,66.0,2,1.0,False
