latitude,longitude,district,district,neighborhood,neighborhood
36.7434148,-4.4774006,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,EL CHAPARRAL                  
36.7267581,-4.4010526,Este,ESTE,Limonar,LAS PALMERAS                  
36.4972137,-4.9414365,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.5098106,-4.8052012,Las Chapas-El Rosario,,El Rosario-Ricmar,
36.495644,-4.9427073,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.723176,-4.4431351,Cruz de Humilladero,BAILEN-MIRAFLORES,Carranque - Haza Cuevas,NUEVA MALAGA                  
36.7322017,-4.4150257,Centro,CENTRO,Cristo de la Epidemia,OLLETAS                       
36.4690779,-4.9992561,San Pedro de Alcántara,,Guadalmina Baja,
36.5247876,-4.9075065,Nagüeles-Milla de Oro,,Sierra Blanca,
36.4856078,-4.970804,Nueva Andalucía,,Puerto Banús,
36.48871,-4.9559836,Nueva Andalucía,,Puerto Banús,
36.7227903,-4.4429496,Bailén - Miraflores,BAILEN-MIRAFLORES,La Florida - Parque norte,NUEVA MALAGA                  
36.7264906,-4.443702,Bailén - Miraflores,BAILEN-MIRAFLORES,Suárez,LOS CASTILLEJOS               
36.7294774,-4.4205776,Centro,CENTRO,El Ejido,EL EJIDO                      
36.711574,-4.4304802,Centro,CARRETERA DE CADIZ,Perchel sur - El Bulto,PARQUE AYALA                  
36.7291139,-4.4226261,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.4925041,-4.950951,Nueva Andalucía,,Puerto Banús,
36.7311928,-4.4267533,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.5112284,-4.9798993,Nueva Andalucía,,Los Naranjos,
36.7163316,-4.4238045,Centro,CENTRO,Centro Histórico,ENSANCHE CENTRO               
36.4919983,-4.7485727,Elviria-Cabopino,,Cabopino-Artola,
36.5040331,-4.8206515,Rio Real-Los Monteros,,Los Monteros,
36.5037289,-4.9245133,Nagüeles-Milla de Oro,,Puente Romano,
36.50202,-4.8182403,Rio Real-Los Monteros,,Los Monteros,
36.5128989,-4.9287239,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5212869,-4.8931408,Marbella Pueblo,,Valdeolletas-Las Cancelas-Xarblanca,
36.5167873,-4.9153064,Nagüeles-Milla de Oro,,Sierra Blanca,
36.479609,-5.0018132,San Pedro de Alcántara,,Guadalmina Alta,
36.5144577,-4.9945898,La Quinta,,,
36.6440323,-4.5931494,Pinos de Alhaurín,,,
36.5134834,-4.9231533,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5807047,-4.5412801,Torrequebrada,,Hacienda Torrequebrada,
36.5770905,-4.5995958,El Higuerón,,,
36.549947,-4.6162709,Playa de los Boliches,,,
36.5193197,-4.9309567,Nagüeles-Milla de Oro,,Nagüeles,
36.58206,-4.60132,El Higuerón,,,
36.5421602,-4.7222886,La Cala Golf - Lagar Martell,,,
36.5762586,-4.6346972,Mijas Pueblo,,Mijas Pueblo,
36.5042927,-4.9695112,Nueva Andalucía,,Las Brisas,
36.5113062,-4.6820465,La Cala de Mijas,,La Cala de Mijas,
36.7425214,-4.0953204,Centro,,,
36.4973418,-4.9573459,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.57707,-4.5995,El Higuerón,,,
36.4707313,-5.02818,Benamara - Atalaya,,Paraiso-Barronal,
36.72735,-4.4094305,Centro,CENTRO,Gibralfaro,CONDE DE UREÑA                
36.5176684,-4.9943987,La Quinta,,,
36.3809768,-5.2124014,Bahía de Casares,,,
36.4741378,-5.0473404,Los Flamingos,,,
36.3808376,-5.2110274,Bahía de Casares,,,
36.525506,-4.9951249,La Quinta,,,
36.7358437,-4.0969813,Poniente-Faro,,,
36.7370328,-4.100037,Poniente-Faro,,,
36.7354261,-4.0965645,Poniente-Faro,,,
36.3909293,-5.2068522,Playa Bahía Dorada,,Buenas Noches,
36.5168269,-4.9314482,Nagüeles-Milla de Oro,,Nagüeles,
36.50677,-4.9067332,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.4480477,-5.2399545,Casares,,,
36.5064959,-5.0042083,La Quinta,,,
36.5026965,-4.9423118,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.7110917,-4.4429735,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,SANTA JULIA                   
36.5146408,-4.9015176,Marbella Pueblo,,La Merced,
36.5274697,-4.9278665,Nagüeles-Milla de Oro,,Nagüeles,
36.6428835,-4.5906262,Pinos de Alhaurín,,,
36.4794234,-5.0084794,San Pedro de Alcántara,,Guadalmina Alta,
36.51252,-4.65343,Calaburra - Chaparral,,Calaburra - Chaparral,
36.6555718,-4.585862,Pinos de Alhaurín,,,
36.6956555,-4.4519344,Carretera de Cádiz,CARRETERA DE CADIZ,La Luz,LA LUZ                        
36.4726395,-5.0243067,Benamara - Atalaya,,Paraiso-Barronal,
36.7224144,-4.39864,Este,ESTE,Limonar,LA CALETA                     
36.5039669,-4.804374,Las Chapas-El Rosario,,El Rosario-Ricmar,
36.5124116,-4.8317329,Rio Real-Los Monteros,,Bahía de Marbella,
36.5004641,-4.784552,Elviria-Cabopino,,Elviria,
36.58206,-4.60132,El Higuerón,,,
36.4659732,-5.0492355,Benamara - Atalaya,,Cancelada,
36.7168609,-4.433021,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,POL ALAMEDA                   
36.5122349,-4.9274922,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.503599,-4.9389142,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.5001687,-4.9257061,Nagüeles-Milla de Oro,,Puente Romano,
36.5045129,-4.9268844,Nagüeles-Milla de Oro,,Puente Romano,
36.5050834,-4.9225107,Nagüeles-Milla de Oro,,Puente Romano,
36.5001043,-4.9286308,Nagüeles-Milla de Oro,,Puente Romano,
36.7231101,-4.4229275,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.5049297,-4.9256749,Nagüeles-Milla de Oro,,Puente Romano,
36.6593485,-4.555971,Manantiales - Lagar - Cortijo,,,
36.6562707,-4.5817096,Pinos de Alhaurín,,,
36.7308248,-4.4020572,Este,ESTE,Limonar,LOS PINOS                     
36.7410302,-4.4738457,Puerto de la Torre,PUERTO DE LA TORRE,Fuente Alegre - El Chaparral - Los Morales,DISEMINADO DM P DE LA TORRE
36.7302055,-4.425663,Martiricos - La Roca,CENTRO,Martiricos - La Roca,EL MOLINILLO                  
36.7199696,-4.4201995,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.6924718,-4.449618,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,POL IND LOS GUINDOS           
36.5074156,-4.9161391,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.4658834,-5.0216678,Benamara - Atalaya,,Atalaya-Isdabe,
36.7402659,-4.1011533,Viña Málaga,,,
36.5064585,-4.8862715,Marbella Pueblo,,Playa Bajadilla-Puertos,
36.5112371,-4.9684898,Nueva Andalucía,,Las Brisas,
36.4590015,-5.0393918,Benamara - Atalaya,,Villacana - Costalita - Saladillo,
36.6932836,-4.4462397,Carretera de Cádiz,CARRETERA DE CADIZ,Los Guindos - Parque Mediterráneo - Santa Paula,PARQUE MEDITERRANEO           
36.5146269,-4.9841404,Nueva Andalucía,,Los Naranjos,
36.7455149,-4.0975679,El Tomillar,,,
36.4160115,-5.1604913,Estepona Pueblo,,Puerto de Estepona,
36.7300012,-4.242881,Añoreta Golf - Paraíso del Sol,,,
36.724812,-4.2409573,Añoreta Golf - Paraíso del Sol,,,
36.6589916,-4.552711,Manantiales - Lagar - Cortijo,,,
36.5547755,-4.6395313,Campo de Mijas,,Campo de Mijas,
36.7287114,-4.4285266,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.7225692,-4.4064818,Este,CENTRO,Malagueta - Monte Sancha,CAÑADA DE LOS INGLESES        
36.747106,-4.1159268,,,,
36.6522104,-4.4910198,Churriana,CHURRIANA,Cortijo de Maza-Finca Monsalvez-El Olivar,EL OLIVAR                     
36.5827893,-4.5534308,Torrequebrada,,Zona Centro Comercial Torrequebrada,
36.4249568,-5.1484181,Estepona Pueblo,,Puerto de Estepona,
36.4202295,-5.1539627,Estepona Pueblo,,Puerto de Estepona,
36.4751977,-4.9856207,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.7203582,-4.411286,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.4332709,-5.1164533,Punta Plata,,Punta Plata,
36.464874,-5.0480521,Benamara - Atalaya,,Cancelada,
36.5132187,-4.9120009,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.7224722,-4.4019523,Este,CENTRO,Malagueta - Monte Sancha,MONTE SANCHA                  
36.4879463,-5.0064221,San Pedro de Alcántara,,Guadalmina Alta,
36.4798836,-4.9822507,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.4187506,-5.1763647,Seghers,,,
36.4917019,-4.7379056,Elviria-Cabopino,,Cabopino-Artola,
36.7213084,-4.4129638,Este,CENTRO,Malagueta - Monte Sancha,CAMPOS ELISEOS                
36.4909502,-4.7787493,Elviria-Cabopino,,Romana Playa,
36.7387099,-4.6059318000000005,Estación,,,
36.720383,-4.4255713,Centro,CENTRO,La Goleta - San Felipe Neri,PERCHEL NORTE                 
36.4921414,-4.7746312,Elviria-Cabopino,,Romana Playa,
36.5069663,-4.93208,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.7096545,-4.4426467,Cruz de Humilladero,CRUZ DE HUMILLADERO,Cruz del Humilladero - Los Tilos,SANTA MARTA                   
36.5081112,-4.6851737,La Cala de Mijas,,La Cala de Mijas,
36.4646054,-5.0200244,Benamara - Atalaya,,Atalaya-Isdabe,
36.4644768,-5.0694974,Selwo,,La Concha-Resina Golf,
36.5001631,-4.9253833,Nagüeles-Milla de Oro,,Puente Romano,
36.5170243,-4.8443347,Rio Real-Los Monteros,,Rio Real,
36.720102,-4.4474785,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,CARRANQUE                     
36.4961882,-4.7248772,Sitio de Calahonda,,Sitio de Calahonda,
36.7190421,-4.4115913,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.5110517,-4.9010359,Marbella Pueblo,,Ricardo Soriano,
36.5100866,-4.9091576,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.4047713,-5.1882575,Costa Natura,,Guadalobón,
36.7198964,-4.4358782,Centro,CRUZ DE HUMILLADERO,Perchel norte,MARMOLES                      
36.4207934,-5.1481944,Estepona Pueblo,,Puerto de Estepona,
36.4784965,-5.0234689,Benamara - Atalaya,,Paraiso-Barronal,
36.7229253,-4.3663728,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO                   
36.4148509,-5.1581608,Estepona Pueblo,,Puerto de Estepona,
36.4473021,-5.0904264,Selwo,,El Velerín,
36.7229253,-4.3663728,Este,ESTE,Pedregalejo - Morlaco,PEDREGALEJO                   
36.3737669,-5.2251536,Marina de Casares,,,
36.4257396,-5.140011,Estepona Pueblo,,Centro,
36.3990539,-5.1931684,Playa Bahía Dorada,,Bahía Dorada,
36.4362504,-5.1075051,Punta Plata,,Kempinski,
36.502376,-4.8341145,Rio Real-Los Monteros,,Bahía de Marbella,
36.5160433,-4.9948302,La Quinta,,,
36.5977018,-4.5655238,Benalmádena Pueblo,,Rancho Domingo - La Hacienda,
36.5100949,-4.9099516,Nagüeles-Milla de Oro,,La Carolina-Guadalpín,
36.5099708,-4.898671,Marbella Pueblo,,Playa de la Fontanilla,
36.6034327,-4.5445633,Santangelo,,,
36.7198908,-4.4250267,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.5094427,-4.8964423,Marbella Pueblo,,Playa de la Fontanilla,
36.4823851,-5.0366423,El Paraíso,,,
36.5120325,-4.9672461,Nueva Andalucía,,Aloha,
36.4930933,-4.9614521,Nueva Andalucía,,Nueva Andalucía,
36.4761953,-5.0458294,Los Flamingos,,,
36.467489,-5.0060029,San Pedro de Alcántara,,Guadalmina Baja,
36.5108072,-4.9946243,La Quinta,,,
36.4648511,-5.0060726,San Pedro de Alcántara,,Guadalmina Baja,
36.4816537,-5.0100389,San Pedro de Alcántara,,Guadalmina Alta,
36.4801591,-4.9891567,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.5075264,-4.8388797,Rio Real-Los Monteros,,Bahía de Marbella,
36.5184807,-4.9018628,Marbella Pueblo,,Valdeolletas-Las Cancelas-Xarblanca,
36.742933,-4.0928444,Centro,,,
36.5212323,-4.9107004,Nagüeles-Milla de Oro,,Sierra Blanca,
36.3565702,-5.2404803,La Duquesa,,,
36.51506,-5.0145,Los Arqueros-Puerto del Almendro,,,
36.5016673,-4.9260074,Nagüeles-Milla de Oro,,Puente Romano,
36.5771818,-4.593485,El Higuerón - Capellanía,,,
36.7183371,-4.4109104,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.5436309,-4.6337821,Las Lagunas,,Centro,
36.485262,-4.9867496,San Pedro de Alcántara,,San Pedro Pueblo,
36.5168009,-4.919239,Nagüeles-Milla de Oro,,Sierra Blanca,
36.507393,-4.8457131,Rio Real-Los Monteros,,Rio Real,
36.3922732,-5.2052636,Playa Bahía Dorada,,Buenas Noches,
36.4761315,-5.0208638,Benamara - Atalaya,,Nueva Atalaya,
36.5233507,-4.9274083,Nagüeles-Milla de Oro,,Nagüeles,
36.732676,-4.1029195,Poniente-Faro,,,
36.3944448,-5.226544,Casares Golf - Casares del Sol,,,
36.3507768,-5.2394018,El Castillo,,,
36.5101623,-4.9297387,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5166543,-4.9092705,Nagüeles-Milla de Oro,,Sierra Blanca,
36.3764622,-5.2246091,Doña Julia Golf,,,
36.4732085,-5.0138761,Benamara - Atalaya,,Nueva Atalaya,
36.5071408,-4.9412723,Nagüeles-Milla de Oro,,Las Lomas de Río Verde,
36.5203767,-4.9179323,Nagüeles-Milla de Oro,,Sierra Blanca,
36.5115316,-4.926194,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5773434,-4.6570143,Valtocado - La Alquería - La Atalaya,,,
36.5771745,-4.5938517,El Higuerón,,,
36.5073298,-4.8057278,Las Chapas-El Rosario,,El Rosario-Ricmar,
36.5046738,-4.7119115,Riviera del Sol,,Riviera del Sol,
36.5079762,-4.8956483,Marbella Pueblo,,Playa de la Fontanilla,
36.7177252,-4.430098,Centro,CRUZ DE HUMILLADERO,Perchel norte,POL ALAMEDA                   
36.7237153,-4.4211467,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.7399145,-3.9388362,El Peñoncillo,,,
36.7216972,-4.4215243,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.4892167,-4.7490826,Elviria-Cabopino,,Cabopino-Artola,
36.5071758,-4.9302905,Nagüeles-Milla de Oro,,Lomas de Marbella Club,
36.5003834,-4.795602,Las Chapas-El Rosario,,El Rosario-Ricmar,
36.4933248,-4.7866458,Elviria-Cabopino,,Real de Zaragoza,
36.7260496,-4.4195732,Centro,CENTRO,La Merced,LA MERCED                     
36.5791903,-4.5931967,El Higuerón - Capellanía,,,
36.7230146,-4.1598335,,,,
36.741856,-4.4117787,Centro,ESTE,Olletas - Sierra Blanquilla,CAMINO DEL COLMENAR           
36.5034271,-4.7125983,Riviera del Sol,,Riviera del Sol,
36.7151358,-4.2781709,Playa del Rincón,,,
36.4688596,-5.0486918,Benamara - Atalaya,,Bel-Air,
36.7193508,-4.4330051,Cruz de Humilladero,CRUZ DE HUMILLADERO,Carranque - Haza Cuevas,POL ALAMEDA                   
36.661755,-4.5627591,Centro,,,
36.7333656,-3.9717314,Urbanización Santa Rosa,,,
36.7333656,-3.9717314,Urbanización Santa Rosa,,,
36.7333656,-3.9717314,Urbanización Santa Rosa,,,
36.5147396,-4.6387954,Calaburra - Chaparral,,Calaburra - Chaparral,
36.5996275,-4.5351598,Arroyo de la Miel,,,
36.5113166,-4.9928789,La Quinta,,,
36.5064426,-4.969809,Nueva Andalucía,,Las Brisas,
36.5050984,-4.9827049,Nueva Andalucía,,Los Naranjos,
36.7396857,-5.1641046,Casco Histórico,,,
36.6371336,-4.4945792,Playamar,,La Colina,
36.7153694,-4.4271629,Centro,CENTRO,Perchel sur - El Bulto,PERCHEL SUR                   
36.5684912,-4.6102126,Torreblanca del Sol,,,
36.4805784,-5.0037584,San Pedro de Alcántara,,Guadalmina Alta,
36.7495781,-4.4188133,Ciudad Jardín,CIUDAD JARDIN ,Huerta Nueva - Jardín de Málaga,JARDIN DE MALAGA              
36.5050738,-4.7835646,Elviria-Cabopino,,Elviria,
36.5167904,-4.9120866,Nagüeles-Milla de Oro,,Sierra Blanca,
36.7248756,-4.2480208,Añoreta Golf - Paraíso del Sol,,,
36.7277538,-4.4217441,Centro,CENTRO,La Goleta - San Felipe Neri,CAPUCHINOS                    
36.5013801,-4.8263111,Rio Real-Los Monteros,,Los Monteros,
36.7161384,-4.300249,La Cala del Moral,,,
36.7192493,-4.4078989,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.7146709,-4.2491412,Torre de Benagalbón,,,
36.5051095,-4.9502336,Nueva Andalucía,,La Dama de Noche-La Alzambra,
36.7196802,-4.4102772,Este,CENTRO,Malagueta - Monte Sancha,LA MALAGUETA                  
36.3760794,-5.2508157,Manilva,,,
36.6230516,-4.4967778,El Bajondillo,,,
36.7264546,-4.383011,Este,ESTE,Cerrado de Calderón - Hacienda Paredes,CERRADO DE CALDERON           
36.6004263,-4.5434102,Arroyo de la Miel,,,
36.5759659,-4.598661,El Higuerón,,,
36.7319282,-4.426755,Martiricos - La Roca,PALMA-PALMILLA,Martiricos - La Roca,MARTIRICOS                    
36.5319798,-4.6273438,Zona Sohail,,,
36.439936,-5.1507693,Altos de Estepona,,,
36.53724,-4.6393,Las Lagunas,,Las Flores,
36.5770905,-4.5995958,El Higuerón,,,
36.5953933,-4.5486646,Montealto,,,
36.7229139,-4.4201835,Centro,CENTRO,Centro Histórico,CENTRO HISTORICO              
36.5626339,-4.6039769,Las Gaviotas,,,
36.6448684,-4.4843785,Playamar,,Los Álamos,
36.4662535,-5.0431234,Benamara - Atalaya,,Bel-Air,
36.5770905,-4.5995958,El Higuerón,,,
36.57707,-4.5995,El Higuerón,,,
36.53724,-4.6393,Las Lagunas,,Las Flores,
36.5371836,-4.6366473,Las Lagunas,,Las Flores,
36.5626339,-4.6039769,Las Gaviotas,,,
36.57707,-4.5995,El Higuerón,,,
36.7221282,-4.4067074,Este,CENTRO,Malagueta - Monte Sancha,CAÑADA DE LOS INGLESES        
36.4878487,-4.9708756,Nueva Andalucía,,Rodeo Alto-Guadaiza-La Campana,
36.4870794,-4.9530647,Nueva Andalucía,,Puerto Banús,
36.4927824,-5.0200798,La Alquería,,,
36.6851392,-4.4462154,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.5159033,-4.7607989,Elviria-Cabopino,,Santa María,
36.549947,-4.6162709,Playa de los Boliches,,,
36.54954,-4.62694,Centro Ciudad,,,
36.6851392,-4.4462154,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,TORRE DEL RIO                 
36.54954,-4.62694,Centro Ciudad,,,
36.5626339,-4.6039769,Las Gaviotas,,,
36.4852333,-4.9622512,Nueva Andalucía,,Puerto Banús,
36.4881905,-4.953507,Nueva Andalucía,,Puerto Banús,
36.6556556,-4.5536288,Manantiales - Lagar - Cortijo,,,
36.4655306,-5.0451873,Benamara - Atalaya,,Bel-Air,
36.549947,-4.6162709,Playa de los Boliches,,,
36.3832392,-5.2140697,Bahía de Casares,,,
36.4286972,-5.1353577,Punta Plata,,Los Llanos,
36.5802462,-4.5863952,El Higuerón - Capellanía,,,
36.5115465,-4.7305832,Sitio de Calahonda,,Sitio de Calahonda,
36.4286972,-5.1353577,Punta Plata,,Los Llanos,
36.4286972,-5.1353577,Punta Plata,,Los Llanos,
36.5115465,-4.7305832,Sitio de Calahonda,,Sitio de Calahonda,
36.5115465,-4.7305832,Sitio de Calahonda,,Sitio de Calahonda,
36.4121397,-5.1871097,Costa Natura,,Guadalobón,
36.4882868,-4.9834399,San Pedro de Alcántara,,San Pedro Pueblo,
36.5993035,-4.5118423,Solymar - Puerto Marina,,,
36.4753977,-5.042869,El Paraíso,,,
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.5395299,-4.7122079,La Cala Golf - Lagar Martell,,,
36.5392568,-4.7128044,La Cala Golf - Lagar Martell,,,
36.70739,-4.4876877,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,INTELHORCE                    
36.70739,-4.4876877,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,INTELHORCE                    
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.5392568,-4.7128044,La Cala Golf - Lagar Martell,,,
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.4672408,-5.0455669,Benamara - Atalaya,,Bel-Air,
36.5227997,-4.9163126,Nagüeles-Milla de Oro,,Sierra Blanca,
36.7213588,-4.2666809,Lo Cea - Los Cortijos,,,
36.4672408,-5.0455669,Benamara - Atalaya,,Bel-Air,
36.70739,-4.4876877,Cruz de Humilladero,CRUZ DE HUMILLADERO,Polígonos - Recinto Ferial,INTELHORCE                    
36.5770339,-4.597637,El Higuerón,,,
36.721267,-4.3482576,Este,ESTE,El Candado,EL CANDADO                    
36.5011094,-4.9610649,Nueva Andalucía,,Las Brisas,
36.7213588,-4.2666809,Lo Cea - Los Cortijos,,,
36.461353,-5.0383647,Benamara - Atalaya,,Villacana - Costalita - Saladillo,
36.7179557,-4.4283594,Centro,CENTRO,Perchel norte,PERCHEL NORTE                 
36.7224219,-4.266534,Lo Cea - Los Cortijos,,,
36.4722522,-5.0261779,Benamara - Atalaya,,Paraiso-Barronal,
36.3777213,-5.2216114,Marina de Casares,,,
36.6218045,-4.5043927,Centro,,Calvario,
36.7303218,-4.4412821,Bailén - Miraflores,BAILEN-MIRAFLORES,Victoria Eugenia,MIRAFLORES DE LOS ANGELES     
36.411203,-5.1923784,Costa Natura,,Guadalobón,
36.5547076,-4.6463322,Campo de Mijas,,Campo de Mijas,
36.5929076,-4.5256886,Parque de la Paloma,,,
36.4880517,-4.9614028,Nueva Andalucía,,Puerto Banús,
36.4998405,-4.9640109,Nueva Andalucía,,Nueva Andalucía,
36.4920736,-5.0250762,La Alquería,,,
36.7126808,-4.4343148,Centro,CRUZ DE HUMILLADERO,Perchel sur - El Bulto,R.E.N.F.E.                    
36.5564736,-4.6259331,Los Boliches,,,
36.5877885,-4.5519625,Torrequebrada,,Nueva Torrequebrada,
36.5958242,-4.5221606,Solymar - Puerto Marina,,,
36.4755302,-5.0615444,Los Flamingos,,,
36.58206,-4.60132,El Higuerón,,,
36.3386523,-5.2519769,Chullera,,,
36.58206,-4.60132,El Higuerón,,,
36.4838258,-4.9782863,San Pedro de Alcántara,,Linda Vista-Nueva Alcántara-Cortijo Blanco,
36.458439,-5.0684493,Selwo,,La Concha-Resina Golf,
36.58206,-4.60132,El Higuerón,,,
36.4881059,-4.9659039,Nueva Andalucía,,Puerto Banús,
36.4943595,-5.013623,San Pedro de Alcántara,,Guadalmina Alta,
36.58206,-4.60132,El Higuerón,,,
36.5084402,-4.7148996,Riviera del Sol,,Riviera del Sol,
36.5048851,-4.9662621,Nueva Andalucía,,Las Brisas,
36.681168,-4.4505815,Carretera de Cádiz,CARRETERA DE CADIZ,Pacífico,IND LA TERMICA                
36.4715068,-4.9976739,San Pedro de Alcántara,,Guadalmina Baja,
36.5240352,-4.8444596,Rio Real-Los Monteros,,Alto de los Monteros,
36.5240352,-4.8444596,Rio Real-Los Monteros,,Alto de los Monteros,
36.5240352,-4.8444596,Rio Real-Los Monteros,,Alto de los Monteros,
36.7560776,-3.9394188,Torrox Pueblo,,,
36.5127997,-4.9963684,La Quinta,,,
36.7609458,-3.8720208,Almijara,,,
36.5451837,-4.6301771,Centro Ciudad,,,
36.6799857,-4.5631456,El Romeral-Peñón de Zapata,,,
36.7427543,-5.1636249,Casco Histórico,,,
36.5406746,-4.6250728,Centro Ciudad,,,
36.4822888,-5.0320523,El Paraíso,,,
36.4923752,-4.9516096,Nueva Andalucía,,Puerto Banús,
36.5199757,-4.9704854,Nueva Andalucía,,Los Naranjos,
36.7160888,-4.2912598,Playa del Rincón,,,
36.4904666,-4.7564529,Elviria-Cabopino,,Marbesa,
36.715372,-4.2480907,Añoreta baja,,,
36.5184925,-4.6484763,Hipódromo-Cerrado del Águila,,Hipódromo-Cerrado del Águila,
36.6034205,-4.5325121,Arroyo de la Miel,,,
36.5092701,-4.964856,Nueva Andalucía,,Aloha,
36.4695182,-5.0732859,Selwo,,La Concha-Resina Golf,
36.4695182,-5.0732859,Selwo,,La Concha-Resina Golf,
36.5072274,-4.715567,Riviera del Sol,,Riviera del Sol,
36.5128666,-4.9961706,La Quinta,,,
36.5722226,-4.6007957,Torreblanca del Sol,,,
36.4695182,-5.0732859,Selwo,,La Concha-Resina Golf,
36.5126647,-5.0015035,La Quinta,,,
36.4933365,-4.9636626,Nueva Andalucía,,Nueva Andalucía,
36.5818192,-4.554119,Torrequebrada,,Zona Centro Comercial Torrequebrada,
36.4876271,-4.9850916,San Pedro de Alcántara,,San Pedro Pueblo,
36.3496618,-5.2372806,El Castillo,,,
36.5745937,-4.6135845,Torreblanca del Sol,,,
36.5415477,-4.6201284000000005,Zona Puerto Deportivo,,,
36.6217949,-4.5032469,Centro,,Calvario,
36.5117686,-4.7159268,Riviera del Sol,,Riviera del Sol,
36.495485,-4.7798766,Elviria-Cabopino,,Santa María,
36.5214359,-4.9719607,Nueva Andalucía,,Los Naranjos,
36.5191666,-4.6524542,Hipódromo-Cerrado del Águila,,Hipódromo-Cerrado del Águila,
36.5203154,-4.8528227,Rio Real-Los Monteros,,Rio Real,
36.6693871,-4.5334588,Capellanía - Retamar,,,
36.732676,-4.1029195,Poniente-Faro,,,
36.5061504,-4.8458089,Rio Real-Los Monteros,,Rio Real,
36.732676,-4.1029195,Poniente-Faro,,,
36.4786541,-5.0483,Los Flamingos,,,
36.7330038,-4.1024242,Poniente-Faro,,,
36.732676,-4.1029195,Poniente-Faro,,,
36.7282845,-4.4212361,Centro,CENTRO,El Molinillo - Capuchinos,CAPUCHINOS                    
36.7183751,-4.4323906,Centro,CRUZ DE HUMILLADERO,Perchel norte,POL ALAMEDA                   
36.5411982,-4.6265057,Centro Ciudad,,,
36.7352507,-4.4162675,Centro,CENTRO,Olletas - Sierra Blanquilla,PINARES DE OLLETAS            
36.7374962,-4.1180541,,,,
36.5398626,-4.6269951,Centro Ciudad,,,
36.7288771,-4.4153052,Centro,CENTRO,Cristo de la Epidemia,CRISTO DE LA EPIDEMIA         
36.5089856,-4.8986744,Marbella Pueblo,,Playa de la Fontanilla,
36.509067,-4.8918509,Marbella Pueblo,,Ricardo Soriano,
36.5039317,-4.828118,Rio Real-Los Monteros,,Bahía de Marbella,
36.5152006,-4.8560205,Rio Real-Los Monteros,,Bello Horizonte-Lindasol,
